CY,PCY,FY,PFY,L90,B1_ALT_ID,CAT1,DATE1,DATE2,DATE3,TOPIC,ALLEGATION,SOURCE,LANGUAGE,REQUEST_TYPE,OUTCOME,ENFO_OUTCOME,STATUS,STAFF,ENFO_RECORD
0,1,0,1,0,2021-22154-INT,INTAKE_RECEIVED,5/25/2021 9:10,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,1,0,1,0,2021-17972-INT,INTAKE_RECEIVED,2/16/2021 14:27,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,0,0,2020-02244-INT,INTAKE_RECEIVED,5/18/2020 16:17,5/28/2020 15:43,10,Paid Safe and Sick Leave,Did not allow use,Email,English,Complaint,Assigned for Review,Matter Created,,M,2020-00415-ENF
0,0,0,0,0,2020-03555-INT,INTAKE_RECEIVED,6/25/2020 15:40,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-13116-INT,INTAKE_RECEIVED,11/16/2020 9:44,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-04150-INT,INTAKE_RECEIVED,7/5/2020 0:00,,,Unemployment Insurance,,Email,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-18282-INT,INTAKE_RECEIVED,2/23/2021 15:06,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,1,0,1,0,2021-18934-INT,INTAKE_RECEIVED,3/9/2021 10:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,1,0,1,0,2021-21936-INT,INTAKE_RECEIVED,5/17/2021 11:59,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-11675-INT,INTAKE_RECEIVED,10/21/2020 12:20,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,1,0,1,0,2021-17306-INT,INTAKE_RECEIVED,2/2/2021 15:50,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,,,F,
0,1,0,1,0,2021-18554-INT,INTAKE_RECEIVED,3/1/2021 16:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
1,0,1,0,1,2022-25807-INT,INTAKE_RECEIVED,1/4/2022 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-11830-INT,INTAKE_RECEIVED,10/23/2020 9:16,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,1,0,1,0,2021-18810-INT,INTAKE_RECEIVED,3/5/2021 13:47,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,0,0,1,0,2020-12498-INT,INTAKE_RECEIVED,11/4/2020 13:53,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,1,1,0,0,2021-24547-INT,INTAKE_RECEIVED,10/12/2021 14:59,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-12721-INT,INTAKE_RECEIVED,11/9/2020 12:20,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-17440-INT,INTAKE_RECEIVED,2/4/2021 11:45,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-10321-INT,INTAKE_RECEIVED,9/30/2020 0:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-06930-INT,INTAKE_RECEIVED,8/7/2020 11:54,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,1,0,1,0,2021-22914-INT,INTAKE_RECEIVED,6/18/2021 16:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,1,1,0,0,2021-24284-INT,INTAKE_RECEIVED,9/20/2021 11:34,,,Paid Safe and Sick Leave,,,English,Information Request,,,,S,
0,0,0,0,0,2020-00562-INT,INTAKE_RECEIVED,3/10/2020 15:05,3/23/2020 15:19,13,Paid Safe and Sick Leave,Did not allow use to care for family members,Walk-In,English,Retaliation w/ Termination,,,,X,2020-00204-ENF
0,0,0,1,0,2020-05568-INT,INTAKE_RECEIVED,7/21/2020 12:01,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,0,0,2020-03813-INT,INTAKE_RECEIVED,6/30/2020 11:18,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-16023-INT,INTAKE_RECEIVED,1/8/2021 0:00,1/12/2021 12:02,4,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,U,2021-00731-ENF
0,0,0,1,0,2020-10410-INT,INTAKE_RECEIVED,10/1/2020 15:16,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-21403-INT,INTAKE_RECEIVED,4/16/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-07018-INT,INTAKE_RECEIVED,8/10/2020 11:18,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,1,1,0,0,2021-24169-INT,INTAKE_RECEIVED,9/7/2021 12:23,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,M,
0,0,0,1,0,2020-09883-INT,INTAKE_RECEIVED,9/23/2020 13:56,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-07981-INT,INTAKE_RECEIVED,8/26/2020 13:20,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-07975-INT,INTAKE_RECEIVED,8/26/2020 12:39,,,Other,,Direct Call,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-07409-INT,INTAKE_RECEIVED,8/14/2020 16:35,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,1,0,0,2021-23398-INT,INTAKE_RECEIVED,7/7/2021 10:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-06515-INT,INTAKE_RECEIVED,8/3/2020 12:42,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-09137-INT,INTAKE_RECEIVED,9/11/2020 18:05,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-00639-INT,INTAKE_RECEIVED,3/19/2020 9:47,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,H,
0,1,0,1,0,2021-18099-INT,INTAKE_RECEIVED,2/18/2021 12:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-13466-INT,INTAKE_RECEIVED,11/20/2020 12:04,,,Paid Safe and Sick Leave,,Direct Call,Spanish,Information Request,Information Provided,,,R,
0,1,0,1,0,2021-22753-INT,INTAKE_RECEIVED,6/10/2021 17:37,8/5/2021 14:29,56,Wage & Hour,,Email,English,Complaint,Assigned for Review,Matter Created,,R,2021-01036-ENF
0,1,0,1,0,2021-17316-INT,INTAKE_RECEIVED,2/2/2021 16:44,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-16920-INT,INTAKE_RECEIVED,1/27/2021 12:05,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-08748-INT,INTAKE_RECEIVED,9/8/2020 14:59,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,0,0,2020-03645-INT,INTAKE_RECEIVED,6/26/2020 14:43,,,Other,,Call from Hotline,English,Other,Information Provided,,,V,
0,0,0,1,0,2020-06523-INT,INTAKE_RECEIVED,8/3/2020 13:35,,,Wage & Hour,,Direct Call,English,Information Request,Information Provided,,,A,
0,0,0,0,0,2020-03673-INT,INTAKE_RECEIVED,6/25/2020 0:00,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-07946-INT,INTAKE_RECEIVED,8/26/2020 10:05,,,Health & Safety,,Call from Hotline,English,Complaint,,,,E,
0,1,1,0,0,2021-23679-INT,INTAKE_RECEIVED,7/20/2021 12:00,,,Discrimination/Harassment,,Email,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-09332-INT,INTAKE_RECEIVED,9/15/2020 16:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-14736-INT,INTAKE_RECEIVED,12/11/2020 13:39,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,1,0,1,0,2021-21576-INT,INTAKE_RECEIVED,5/5/2021 14:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-10892-INT,INTAKE_RECEIVED,10/8/2020 16:16,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-16937-INT,INTAKE_RECEIVED,1/27/2021 13:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
1,0,1,0,1,2022-26574-INT,INTAKE_RECEIVED,2/7/2022 14:52,,,Commuter Benefits,,Email,English,Complaint,Assigned for Review,,,B,
0,1,1,0,0,2021-24852-INT,INTAKE_RECEIVED,11/10/2021 11:46,,,Paid Safe and Sick Leave,,Email,English,Information Request,,,,C,
0,0,0,0,0,2020-03559-INT,INTAKE_RECEIVED,6/25/2020 16:28,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,0,0,0,0,2020-01469-INT,INTAKE_RECEIVED,4/3/2020 0:00,4/27/2020 23:12,24,Paid Safe and Sick Leave,,Email,English,Complaint,Information Provided,Matter Created,,W,2020-00296-ENF
0,0,0,0,0,2020-03316-INT,INTAKE_RECEIVED,6/18/2020 0:00,,,Freelance Isn't Free,Retal. - other actions to discourage you from pursuing pmnt,Email,English,Complaint,Information Provided,Matter Created,,S,
0,0,0,0,0,2020-03549-INT,INTAKE_RECEIVED,6/25/2020 12:49,,,Other,,Call from Hotline,English,Other,Information Provided,,,K,
0,1,0,1,0,2021-18250-INT,INTAKE_RECEIVED,2/23/2021 10:12,,,Health & Safety,,Call from Hotline,English,Complaint,,,,Z,
0,0,0,1,0,2020-08006-INT,INTAKE_RECEIVED,8/26/2020 15:32,,,Other,,Call from Hotline,Spanish,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-07664-INT,INTAKE_RECEIVED,8/20/2020 12:29,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-10547-INT,INTAKE_RECEIVED,10/5/2020 13:16,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,F,
0,1,0,1,0,2021-21241-INT,INTAKE_RECEIVED,4/27/2021 16:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-12909-INT,INTAKE_RECEIVED,11/11/2020 0:00,,,Other,,Email,English,Information Request,Information Provided,,,O,
0,1,0,1,0,2021-20334-INT,INTAKE_RECEIVED,4/5/2021 9:28,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,,,L,
0,1,1,0,0,2021-24510-INT,INTAKE_RECEIVED,10/1/2021 0:00,,,Freelance Isn't Free,,Email,English,Information Request,,,,M,
0,0,0,1,0,2020-11285-INT,INTAKE_RECEIVED,10/15/2020 13:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,1,0,1,0,2021-17256-INT,INTAKE_RECEIVED,2/1/2021 0:00,,,Health & Safety,,Email,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-14522-INT,INTAKE_RECEIVED,12/9/2020 10:32,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,R,
0,1,1,0,0,2021-23665-INT,INTAKE_RECEIVED,7/19/2021 15:50,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-05058-INT,INTAKE_RECEIVED,7/15/2020 11:52,,,Unemployment Insurance,,Call from Hotline,English,Information Request,,,,I,
0,0,0,1,0,2020-12707-INT,INTAKE_RECEIVED,11/9/2020 11:27,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-17746-INT,INTAKE_RECEIVED,2/10/2021 12:29,,,Commuter Benefits,,Email,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-02797-INT,INTAKE_RECEIVED,6/11/2020 0:00,12/15/2020 15:04,187,Paid Safe and Sick Leave,Did not pay for use,Email,Spanish,Complaint,Assigned for Review,Matter Created,,P,2020-00705-ENF
0,0,0,0,0,2020-03484-INT,INTAKE_RECEIVED,6/24/2020 10:56,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-08022-INT,INTAKE_RECEIVED,8/26/2020 20:20,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,1,0,1,0,2021-17190-INT,INTAKE_RECEIVED,2/1/2021 11:46,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,1,0,1,0,2021-23535-INT,INTAKE_RECEIVED,6/28/2021 0:00,9/3/2021 11:22,67,Wage & Hour,,Direct Call,English,Complaint,Information Provided,Matter Created,,N,2021-01083-ENF
0,0,0,1,0,2020-11749-INT,INTAKE_RECEIVED,10/22/2020 10:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-11286-INT,INTAKE_RECEIVED,10/15/2020 14:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-13971-INT,INTAKE_RECEIVED,12/1/2020 14:09,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-05117-INT,INTAKE_RECEIVED,7/15/2020 16:05,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-05086-INT,INTAKE_RECEIVED,7/15/2020 13:51,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-09459-INT,INTAKE_RECEIVED,9/17/2020 9:12,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-06574-INT,INTAKE_RECEIVED,8/3/2020 17:39,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-22018-INT,INTAKE_RECEIVED,5/19/2021 13:03,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,0,0,2020-03289-INT,INTAKE_RECEIVED,6/22/2020 10:33,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,0,0,2020-02395-INT,INTAKE_RECEIVED,5/30/2020 0:00,,,Other,,Email,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-10997-INT,INTAKE_RECEIVED,10/13/2020 10:15,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-08129-INT,INTAKE_RECEIVED,8/28/2020 11:38,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,0,0,2020-02686-INT,INTAKE_RECEIVED,6/10/2020 18:09,,,Paid Safe and Sick Leave,,Call from Hotline,Spanish,Complaint,Information Provided,Matter Created,,K,
0,0,0,0,0,2020-03756-INT,INTAKE_RECEIVED,6/29/2020 15:20,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-06647-INT,INTAKE_RECEIVED,8/4/2020 15:02,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-07932-INT,INTAKE_RECEIVED,8/24/2020 13:06,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-07482-INT,INTAKE_RECEIVED,8/17/2020 14:16,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,0,0,2020-02137-INT,INTAKE_RECEIVED,5/9/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,U,
0,1,0,1,0,2021-20337-INT,INTAKE_RECEIVED,4/5/2021 9:39,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-05991-INT,INTAKE_RECEIVED,7/27/2020 11:54,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-08747-INT,INTAKE_RECEIVED,9/8/2020 14:57,,,Other,,Direct Call,English,Information Request,Information Provided,,,G,
0,0,0,0,0,2020-02987-INT,INTAKE_RECEIVED,5/26/2020 0:00,,,Health & Safety,,Referral,English,Information Request,Information Provided,Decision Made Not to Docket,,B,
0,1,1,0,0,2021-23879-INT,INTAKE_RECEIVED,7/30/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,Decision Made Not to Docket,,B,
0,0,0,1,0,2020-10312-INT,INTAKE_RECEIVED,9/29/2020 16:07,,,Health & Safety,,Call from Hotline,English,Complaint,,,,O,
0,1,0,1,0,2021-21828-INT,INTAKE_RECEIVED,5/13/2021 9:57,,,Paid Safe and Sick Leave,,Call from Hotline,English,Complaint,Information Provided,,,A,
0,0,0,0,0,2020-00828-INT,INTAKE_RECEIVED,3/23/2020 15:47,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,M,
0,1,1,0,0,2021-24200-INT,INTAKE_RECEIVED,9/9/2021 9:58,1/13/2022 12:28,126,Paid Safe and Sick Leave,,Email,English,Complaint,,Matter Created,,P,2022-01285-ENF
0,1,0,1,0,2021-19373-INT,INTAKE_RECEIVED,3/16/2021 16:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-09058-INT,INTAKE_RECEIVED,9/11/2020 10:40,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,1,0,1,0,2021-21848-INT,INTAKE_RECEIVED,5/13/2021 12:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-08674-INT,INTAKE_RECEIVED,9/8/2020 9:57,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-20807-INT,INTAKE_RECEIVED,4/19/2021 12:07,,,Living Wage,,Call from 311,English,Information Request,,,,W,
0,1,0,1,0,2021-21129-INT,INTAKE_RECEIVED,4/26/2021 11:20,6/3/2021 12:38,38,Paid Safe and Sick Leave,Did not allow use,Call from 311,English,Complaint,Assigned for Review,Matter Created,,F,2021-00961-ENF
0,0,0,0,0,2020-03611-INT,INTAKE_RECEIVED,6/26/2020 12:32,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,1,0,1,2021-25243-INT,INTAKE_RECEIVED,12/13/2021 14:30,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-13682-INT,INTAKE_RECEIVED,11/24/2020 15:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-15103-INT,INTAKE_RECEIVED,12/18/2020 12:39,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-04157-INT,INTAKE_RECEIVED,7/3/2020 0:00,,,Wage & Hour,,Email,English,Information Request,,,,S,
0,1,1,0,0,2021-24595-INT,INTAKE_RECEIVED,10/15/2021 13:22,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,Q,
0,0,0,0,0,2020-02524-INT,INTAKE_RECEIVED,6/8/2020 0:00,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-07803-INT,INTAKE_RECEIVED,8/24/2020 13:20,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-08457-INT,INTAKE_RECEIVED,9/2/2020 14:40,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,1,1,0,0,2021-24696-INT,INTAKE_RECEIVED,10/26/2021 0:00,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-12337-INT,INTAKE_RECEIVED,11/2/2020 9:33,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,1,0,1,0,2021-16791-INT,INTAKE_RECEIVED,1/26/2021 9:31,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-06370-INT,INTAKE_RECEIVED,7/30/2020 17:50,,,Health & Safety,,Call from Hotline,English,Information Request,,,,R,
0,0,0,1,0,2020-13810-INT,INTAKE_RECEIVED,11/27/2020 14:38,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
1,0,1,0,1,2022-25774-INT,INTAKE_RECEIVED,1/5/2022 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Referral Provided,,,J,
0,0,0,1,0,2020-15551-INT,INTAKE_RECEIVED,12/31/2020 12:08,,,Health & Safety,,Call from Hotline,English,Complaint,,,,X,
0,0,0,1,0,2020-04863-INT,INTAKE_RECEIVED,7/13/2020 16:08,,,Health & Safety,,Call from Hotline,English,Information Request,,,,N,
0,0,0,1,0,2020-12496-INT,INTAKE_RECEIVED,11/4/2020 13:43,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-03561-INT,INTAKE_RECEIVED,6/25/2020 16:38,,,Health & Safety,,Call from Hotline,Spanish,Information Request,Information Provided,,,A,
0,1,1,0,1,2021-25430-INT,INTAKE_RECEIVED,12/22/2021 0:00,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Referral Provided,,,I,
0,1,1,0,1,2021-24886-INT,INTAKE_RECEIVED,11/15/2021 12:07,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,,,,P,
0,1,0,1,0,2021-17422-INT,INTAKE_RECEIVED,2/4/2021 10:32,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,0,0,2020-02987-INT,INTAKE_RECEIVED,5/26/2020 0:00,,,Health & Safety,,Referral,English,Information Request,Assigned for Review,Decision Made Not to Docket,,W,
0,0,0,0,0,2020-03447-INT,INTAKE_RECEIVED,6/23/2020 13:40,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-12697-INT,INTAKE_RECEIVED,11/9/2020 10:31,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-05572-INT,INTAKE_RECEIVED,7/21/2020 12:18,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
